SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SSC10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,12
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
SSC10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,6,3,0,0,25,0,0,0,0,0,0,0,0,5,8,5,6,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,3,10,0,0,27
SSC10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC10058,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SSC10059,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,7,3,0,0,0,17,0,0,0,0,0,0,0,0,3,9,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,3,14,9,3,0,0,0,31
SSC10060,3,14,3,0,3,0,0,24,13,7,6,5,10,0,0,45,0,10,7,8,9,3,0,41,124,93,78,63,74,15,10,454,3,0,0,0,0,0,0,3,141,128,93,78,96,22,6,562,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,12,0,3,3,3,3,0,0,12,21,24,21,26,34,4,0,133,0,5,3,0,0,0,0,7,23,31,33,31,38,3,0,169,166,161,120,108,136,26,14,729
SSC10061,91,63,27,11,21,8,4,226,102,97,24,16,23,15,3,282,74,64,20,20,15,4,7,203,284,249,115,66,73,29,19,827,0,0,0,0,0,0,0,8,548,473,191,113,129,52,27,1544,3,9,3,4,12,4,0,30,0,7,5,0,8,4,3,33,3,3,0,5,12,3,6,34,9,27,22,15,15,15,5,110,0,0,0,0,3,0,3,6,17,42,27,26,43,29,18,209,568,516,221,140,176,80,47,1757
SSC10062,3,0,6,3,9,3,4,29,4,3,4,0,3,3,0,22,5,3,10,9,9,3,3,36,31,51,50,38,34,15,13,228,0,0,0,0,0,0,0,0,41,57,66,51,54,27,21,317,0,0,3,0,0,0,0,3,4,0,3,0,0,0,0,5,0,0,0,0,8,0,0,7,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,4,6,3,6,5,0,31,47,64,71,49,64,34,16,349
SSC10063,10,12,10,3,8,3,0,43,15,17,11,8,10,3,3,66,18,14,7,0,3,0,0,50,160,139,65,52,59,13,3,492,0,0,0,0,0,0,0,7,208,180,93,61,82,22,9,646,0,0,0,0,3,0,0,5,0,8,3,0,7,0,0,13,3,3,0,0,0,0,0,3,29,26,6,7,5,4,0,81,0,0,0,0,0,0,3,5,30,39,13,5,18,4,3,112,234,217,101,71,98,24,11,761
SSC10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4
SSC10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,4,0,0,11
SSC10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,3,3,3,0,0,19,0,0,0,0,0,0,0,0,3,12,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,3,0,0,21
SSC10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,10,3,12,7,12,3,0,35,0,0,0,0,0,0,0,0,11,5,8,8,10,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,8,10,10,3,3,54
SSC10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,4,6,0,0,16
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC10072,5,8,9,3,5,0,0,33,3,12,5,8,10,7,3,51,3,6,3,0,3,3,0,29,33,60,52,29,38,10,5,222,0,0,0,0,0,0,0,3,43,84,73,44,55,20,12,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,6,0,3,35,0,0,0,0,0,0,0,0,3,6,9,4,6,0,3,37,49,91,75,48,60,27,11,367
SSC10073,4,0,0,0,0,0,0,11,8,3,4,5,0,0,0,23,4,9,0,0,0,0,0,16,57,50,38,14,23,5,3,195,0,0,0,0,0,0,0,3,80,62,42,22,28,9,3,245,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,19,13,11,12,16,3,0,66,0,0,0,0,0,0,0,0,19,14,11,10,16,3,0,70,94,79,52,30,47,12,4,319
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,11
SSC10075,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,8,6,5,3,3,0,27,0,0,0,0,0,0,0,0,6,8,6,5,7,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,6,11,8,10,10,3,0,48
SSC10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,3,4,0,0,38,0,0,0,0,0,0,0,0,7,6,12,6,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,3,3,0,0,22,0,0,0,0,0,0,0,0,6,4,0,3,5,0,0,29,17,19,8,10,9,0,0,64
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC10078,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,61,56,15,15,20,0,5,170,0,0,0,0,0,0,0,0,66,56,18,15,20,3,3,177,6,0,0,0,3,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,12,20,3,7,3,0,62,0,0,0,0,0,0,0,0,20,13,23,3,12,3,0,82,82,71,43,19,28,8,3,258
SSC10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,0,0,0,0,19,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,16,0,0,0,0,0,0,0,0,3,4,3,4,3,0,0,15,7,7,6,5,4,0,0,34
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10
SSC10081,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,26,31,14,12,9,3,0,105,0,0,0,0,0,0,0,0,28,38,20,12,9,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,28,40,22,12,9,4,0,118
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10
SSC10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,18,8,0,0,0,0,39,0,0,0,0,0,0,0,0,9,18,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,8,0,0,0,0,45
SSC10085,173,145,68,43,61,15,0,507,53,70,41,15,35,9,4,222,48,42,30,20,27,6,4,185,653,660,428,272,334,75,14,2435,7,7,10,0,0,0,0,21,932,927,570,347,453,114,24,3360,12,21,10,13,11,5,0,68,18,15,19,19,14,3,3,93,9,8,12,6,15,0,0,49,200,239,166,117,145,30,12,904,14,11,3,4,0,0,0,39,251,295,208,160,182,37,14,1144,1185,1221,781,504,635,149,38,4513
SSC10086,233,143,98,61,108,79,49,770,76,108,37,30,18,14,3,302,71,48,26,15,13,4,4,187,160,148,68,49,41,25,14,501,3,8,0,0,4,7,0,17,543,456,236,158,192,128,71,1776,17,25,16,12,20,28,8,123,13,10,6,11,5,0,0,43,9,14,5,7,6,3,0,45,19,20,7,3,13,3,0,66,4,3,3,0,0,0,0,13,62,63,42,31,39,37,11,284,605,515,277,189,233,163,78,2060
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,3,0,3,0,0,11,0,0,0,0,0,0,0,0,3,7,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,15,3,6,7,6,5,0,0,28
SSC10089,3,0,0,0,3,0,0,7,4,0,0,4,0,0,0,10,3,0,0,0,0,0,0,8,21,18,8,5,15,3,0,65,0,0,0,0,0,0,0,0,28,16,5,11,16,3,0,86,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,4,4,0,4,0,0,20,0,0,0,0,0,0,0,0,10,11,7,0,3,0,0,28,33,27,11,18,24,3,0,113
SSC10090,304,352,141,64,75,44,29,1014,36,50,24,8,23,14,12,167,67,69,35,13,19,9,11,227,135,112,81,44,67,33,18,479,0,0,0,0,0,0,0,0,547,586,273,126,179,94,67,1881,22,37,35,15,33,27,12,182,3,3,4,5,0,4,3,21,8,13,5,3,3,0,0,35,6,11,4,8,9,8,0,44,4,4,3,0,0,0,0,13,37,67,50,30,49,42,16,290,587,653,329,159,225,139,87,2176
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12
SSC10093,18,21,19,13,30,11,7,119,25,37,23,14,20,10,4,135,25,23,13,9,11,12,4,91,96,141,72,39,52,29,14,435,0,0,0,0,0,0,0,0,158,225,126,81,113,63,25,787,0,0,3,0,3,0,0,12,3,4,0,3,0,0,0,11,0,0,0,0,5,0,0,7,8,11,7,3,10,5,6,47,0,0,3,0,0,0,0,3,11,15,10,11,19,9,4,78,166,236,138,89,133,67,35,862
SSC10094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,8,4,0,0,23,0,0,0,0,0,0,0,0,7,7,4,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,10,9,7,9,3,0,0,36
SSC10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,4,4,0,0,23,0,0,0,0,0,0,0,0,3,10,5,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,12,3,11,3,9,5,0,0,33
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10097,99,87,74,40,59,35,19,421,42,32,15,7,14,0,0,110,25,12,10,3,4,3,0,65,37,27,18,13,9,5,0,107,3,3,0,4,4,0,0,11,205,167,115,67,88,42,21,718,25,24,16,14,16,12,0,106,9,16,14,4,3,0,0,46,11,8,4,0,0,0,0,21,34,28,21,12,14,4,0,103,8,10,3,0,0,0,0,20,85,79,53,29,34,12,3,295,290,246,170,100,126,63,24,1010
SSC10098,619,389,182,115,162,144,77,1680,98,69,37,24,31,7,10,286,100,61,33,19,25,14,7,266,251,194,113,54,90,43,18,752,9,5,3,3,0,0,0,22,1074,729,367,211,308,207,106,3000,37,60,36,34,74,52,30,317,21,12,11,3,8,4,3,68,9,21,12,3,8,3,3,65,30,38,16,24,31,17,16,159,3,3,3,0,3,0,0,18,97,129,80,71,117,81,49,625,1168,858,452,282,429,286,159,3623
SSC10099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,14,21,11,16,3,0,60,0,0,0,0,0,0,0,0,6,14,21,11,16,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,9,5,0,0,46,0,0,0,0,0,0,0,0,14,15,8,9,5,0,0,46,22,26,27,15,20,3,0,115
SSC10100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,0,0,0,0,0,13,22,18,8,6,3,0,0,60,0,0,0,0,0,0,0,0,32,21,11,6,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,6,0,0,25,0,0,0,0,0,0,0,0,3,7,3,4,6,0,0,25,34,28,16,10,10,0,0,102
SSC10101,8,7,3,0,0,0,0,17,6,7,0,0,0,0,0,19,5,3,0,0,0,0,0,11,114,111,60,38,56,8,0,393,3,0,3,0,0,0,0,6,136,128,69,39,53,10,0,444,8,3,3,0,0,0,0,21,4,7,0,0,3,0,0,11,0,0,0,0,0,0,0,4,117,120,72,53,37,3,0,398,9,7,3,0,0,0,0,19,139,138,76,53,36,7,0,450,277,264,143,98,93,12,3,892
SSC10102,22,38,12,13,8,14,4,112,18,16,11,4,14,3,0,70,14,12,7,5,5,8,3,60,209,240,172,96,115,42,22,900,0,0,0,0,0,0,0,0,274,312,205,115,140,63,28,1139,0,0,3,3,0,0,0,7,9,12,3,4,3,0,0,27,0,0,3,0,0,0,0,4,31,51,40,14,24,9,5,172,0,0,0,0,0,0,0,0,36,60,47,19,30,8,5,211,307,373,247,139,170,77,34,1348
SSC10103,77,91,47,25,30,20,9,310,24,26,11,12,12,10,0,85,15,27,7,4,6,8,3,71,78,99,52,26,39,17,16,317,0,0,0,0,0,0,0,3,199,240,120,60,94,50,29,790,0,8,6,4,14,3,0,42,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,6,3,5,4,4,11,4,4,37,0,0,0,0,0,0,0,0,3,17,19,19,24,10,6,96,199,262,131,78,113,58,32,882
SSC10104,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,8,3,3,0,0,13
SSC10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,9,6,4,0,0,76,0,0,0,0,0,0,0,0,29,26,9,6,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,11,3,0,0,27,0,0,0,0,0,0,0,0,5,6,5,11,3,0,0,32,32,33,20,18,11,0,0,112
SSC10106,1940,1570,754,473,709,513,259,6220,184,171,104,66,60,24,12,627,121,116,53,21,27,8,11,358,168,104,52,27,24,17,6,399,20,15,3,8,0,0,0,42,2439,1980,971,592,828,571,279,7654,140,166,123,96,146,115,73,858,37,42,29,13,21,5,0,144,18,20,15,7,18,6,3,90,56,36,14,12,16,0,0,129,14,20,7,4,5,5,4,57,262,285,196,132,200,129,83,1283,2699,2265,1166,724,1025,694,362,8939
