LGA_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Victoria Park (T)	0	2	699
Victoria Park (T)	0	3	292
Victoria Park (T)	0	4	125
Victoria Park (T)	0	5	37
Victoria Park (T)	0	6	22
Victoria Park (T)	1	2	4142
Victoria Park (T)	1	3	1835
Victoria Park (T)	1	4	1497
Victoria Park (T)	1	5	467
Victoria Park (T)	1	6	181
Victoria Plains (S)	0	1	101
Victoria Plains (S)	0	2	8
Victoria Plains (S)	1	2	116
Victoria Plains (S)	1	3	40
Victoria Plains (S)	1	4	51
Victoria Plains (S)	1	5	20
Victoria Plains (S)	1	6	6
Vincent (C)	0	1	4181
Vincent (C)	0	2	754
Vincent (C)	0	3	387
Vincent (C)	0	4	135
Vincent (C)	0	5	28
Vincent (C)	0	6	20
Vincent (C)	1	2	4086
Vincent (C)	1	3	1631
Vincent (C)	1	4	1587
Vincent (C)	1	5	469
Vincent (C)	1	6	115
Wagin (S)	0	1	235
Wagin (S)	0	2	17
Wagin (S)	0	3	3
Wagin (S)	1	2	292
Wagin (S)	1	3	51
Wagin (S)	1	4	65
Wagin (S)	1	5	45
Wagin (S)	1	6	17
Wandering (S)	0	1	38
Wandering (S)	1	2	75
Wandering (S)	1	3	22
Wandering (S)	1	4	22
Wandering (S)	1	5	7
Wandering (S)	1	6	7
Wanneroo (C)	0	1	10364
Wanneroo (C)	0	2	1222
Wanneroo (C)	0	3	250
Wanneroo (C)	0	4	105
Wanneroo (C)	0	5	26
Wanneroo (C)	0	6	28
Wanneroo (C)	1	2	17469
Wanneroo (C)	1	3	11405
Wanneroo (C)	1	4	12646
Wanneroo (C)	1	5	5222
Wanneroo (C)	1	6	2748
Waroona (S)	0	1	370
Waroona (S)	0	2	21
Waroona (S)	0	3	3
Waroona (S)	1	2	521
Waroona (S)	1	3	218
Waroona (S)	1	4	172
Waroona (S)	1	5	90
Waroona (S)	1	6	56
West Arthur (S)	0	1	103
West Arthur (S)	0	2	9
West Arthur (S)	1	2	124
West Arthur (S)	1	3	33
West Arthur (S)	1	4	35
West Arthur (S)	1	5	26
West Arthur (S)	1	6	6
Westonia (S)	0	1	16
Westonia (S)	1	2	39
Westonia (S)	1	3	9
Westonia (S)	1	4	9
Westonia (S)	1	5	4
Westonia (S)	1	6	3
Wickepin (S)	0	1	85
Wickepin (S)	0	2	6
Wickepin (S)	1	2	106
Wickepin (S)	1	3	24
Wickepin (S)	1	4	30
Wickepin (S)	1	5	13
Wickepin (S)	1	6	14
Williams (S)	0	1	80
Williams (S)	0	2	9
Williams (S)	0	3	3
Williams (S)	1	2	139
Williams (S)	1	3	44
Williams (S)	1	4	46
Williams (S)	1	5	29
Williams (S)	1	6	7
Wiluna (S)	0	1	33
Wiluna (S)	1	2	24
Wiluna (S)	1	3	4
Wiluna (S)	1	4	10
Wiluna (S)	1	5	9
Wiluna (S)	1	6	14
Wongan-Ballidu (S)	0	1	171
Wongan-Ballidu (S)	0	2	18
Wongan-Ballidu (S)	1	2	186
Wongan-Ballidu (S)	1	3	57
Wongan-Ballidu (S)	1	4	77
Wongan-Ballidu (S)	1	5	32
Wongan-Ballidu (S)	1	6	9
Woodanilling (S)	0	1	42
Woodanilling (S)	0	2	3
Woodanilling (S)	1	2	55
Woodanilling (S)	1	3	15
Woodanilling (S)	1	4	20
Woodanilling (S)	1	5	13
Woodanilling (S)	1	6	3
Wyalkatchem (S)	0	1	89
Wyalkatchem (S)	0	2	9
Wyalkatchem (S)	1	2	61
Wyalkatchem (S)	1	3	18
Wyalkatchem (S)	1	4	15
Wyalkatchem (S)	1	5	11
Wyndham-East Kimberley (S)	0	1	579
Wyndham-East Kimberley (S)	0	2	84
Wyndham-East Kimberley (S)	0	3	25
Wyndham-East Kimberley (S)	0	4	3
Wyndham-East Kimberley (S)	1	2	623
Wyndham-East Kimberley (S)	1	3	312
Wyndham-East Kimberley (S)	1	4	272
Wyndham-East Kimberley (S)	1	5	153
Wyndham-East Kimberley (S)	1	6	136
Yalgoo (S)	0	1	25
Yalgoo (S)	1	2	13
Yalgoo (S)	1	3	5
Yalgoo (S)	1	4	3
Yalgoo (S)	1	6	3
Yilgarn (S)	0	1	143
Yilgarn (S)	0	2	6
Yilgarn (S)	1	2	156
Yilgarn (S)	1	3	44
Yilgarn (S)	1	4	38
Yilgarn (S)	1	5	20
Yilgarn (S)	1	6	4
York (S)	0	1	417
York (S)	0	2	23
York (S)	0	3	3
York (S)	1	2	563
York (S)	1	3	166
York (S)	1	4	117
York (S)	1	5	74
York (S)	1	6	31
Break O'Day (M)	0	1	921
Break O'Day (M)	0	2	63
Break O'Day (M)	0	3	3
Break O'Day (M)	1	2	1005
Break O'Day (M)	1	3	267
Break O'Day (M)	1	4	222
Break O'Day (M)	1	5	76
Break O'Day (M)	1	6	41
Brighton (M)	0	1	1293
Brighton (M)	0	2	125
Brighton (M)	0	3	12
Brighton (M)	1	2	1811
Brighton (M)	1	3	1091
Brighton (M)	1	4	952
Brighton (M)	1	5	368
Brighton (M)	1	6	175
Burnie (C)	0	1	2370
Burnie (C)	0	2	154
Burnie (C)	0	3	25
Burnie (C)	0	4	3
Burnie (C)	0	5	3
Burnie (C)	1	2	2534
Burnie (C)	1	3	1036
Burnie (C)	1	4	908
Burnie (C)	1	5	350
Burnie (C)	1	6	155
Central Coast (M) (Tas.)	0	1	2437
Central Coast (M) (Tas.)	0	2	141
Central Coast (M) (Tas.)	0	3	12
Central Coast (M) (Tas.)	0	4	5
Central Coast (M) (Tas.)	1	2	3154
Central Coast (M) (Tas.)	1	3	1120
Central Coast (M) (Tas.)	1	4	999
Central Coast (M) (Tas.)	1	5	398
Central Coast (M) (Tas.)	1	6	177
Central Highlands (M) (Tas.)	0	1	315
Central Highlands (M) (Tas.)	0	2	36
Central Highlands (M) (Tas.)	1	2	330
Central Highlands (M) (Tas.)	1	3	79
Central Highlands (M) (Tas.)	1	4	80
Central Highlands (M) (Tas.)	1	5	32
Central Highlands (M) (Tas.)	1	6	22
Circular Head (M)	0	1	819
Circular Head (M)	0	2	51
Circular Head (M)	0	3	7
Circular Head (M)	0	4	3
Circular Head (M)	1	2	1017
Circular Head (M)	1	3	384
Circular Head (M)	1	4	360
Circular Head (M)	1	5	180
Circular Head (M)	1	6	94
Clarence (C)	0	1	5764
Clarence (C)	0	2	416
Clarence (C)	0	3	65
Clarence (C)	0	4	14
Clarence (C)	0	5	3
Clarence (C)	1	2	7182
Clarence (C)	1	3	3105
Clarence (C)	1	4	2985
Clarence (C)	1	5	1093
Clarence (C)	1	6	417
Derwent Valley (M)	0	1	1068
Derwent Valley (M)	0	2	64
Derwent Valley (M)	0	3	3
Derwent Valley (M)	0	4	8
Derwent Valley (M)	1	2	1286
Derwent Valley (M)	1	3	568
Derwent Valley (M)	1	4	490
Derwent Valley (M)	1	5	216
Derwent Valley (M)	1	6	104
Devonport (C)	0	1	3189
Devonport (C)	0	2	250
Devonport (C)	0	3	21
Devonport (C)	0	4	11
Devonport (C)	0	6	3
Devonport (C)	1	2	3265
Devonport (C)	1	3	1357
Devonport (C)	1	4	1123
Devonport (C)	1	5	461
Devonport (C)	1	6	202
Dorset (M)	0	1	867
Dorset (M)	0	2	52
Dorset (M)	1	2	994
Dorset (M)	1	3	274
Dorset (M)	1	4	289
Dorset (M)	1	5	113
Dorset (M)	1	6	66
Flinders (M) (Tas.)	0	1	140
Flinders (M) (Tas.)	0	2	13
Flinders (M) (Tas.)	1	2	160
Flinders (M) (Tas.)	1	3	40
Flinders (M) (Tas.)	1	4	29
Flinders (M) (Tas.)	1	5	10
Flinders (M) (Tas.)	1	6	3
George Town (M)	0	1	778
George Town (M)	0	2	57
George Town (M)	0	3	4
George Town (M)	1	2	975
George Town (M)	1	3	310
George Town (M)	1	4	278
George Town (M)	1	5	128
George Town (M)	1	6	76
Glamorgan/Spring Bay (M)	0	1	584
Glamorgan/Spring Bay (M)	0	2	53
Glamorgan/Spring Bay (M)	0	3	9
Glamorgan/Spring Bay (M)	1	2	775
Glamorgan/Spring Bay (M)	1	3	180
Glamorgan/Spring Bay (M)	1	4	137
Glamorgan/Spring Bay (M)	1	5	43
Glamorgan/Spring Bay (M)	1	6	18
Glenorchy (C)	0	1	6230
Glenorchy (C)	0	2	544
Glenorchy (C)	0	3	75
Glenorchy (C)	0	4	26
Glenorchy (C)	0	5	5
Glenorchy (C)	0	6	3
Glenorchy (C)	1	2	5463
Glenorchy (C)	1	3	2732
Glenorchy (C)	1	4	2081
Glenorchy (C)	1	5	884
Glenorchy (C)	1	6	457
Hobart (C)	0	1	6413
Hobart (C)	0	2	850
Hobart (C)	0	3	451
Hobart (C)	0	4	178
Hobart (C)	0	5	62
Hobart (C)	0	6	46
Hobart (C)	1	2	6039
Hobart (C)	1	3	2475
Hobart (C)	1	4	2313
Hobart (C)	1	5	764
Hobart (C)	1	6	286
Huon Valley (M)	0	1	1680
Huon Valley (M)	0	2	151
Huon Valley (M)	0	3	12
Huon Valley (M)	0	4	3
Huon Valley (M)	0	6	3
Huon Valley (M)	1	2	2312
Huon Valley (M)	1	3	849
Huon Valley (M)	1	4	716
Huon Valley (M)	1	5	317
Huon Valley (M)	1	6	178
Kentish (M)	0	1	547
Kentish (M)	0	2	45
Kentish (M)	0	3	3
Kentish (M)	1	2	899
Kentish (M)	1	3	306
Kentish (M)	1	4	274
Kentish (M)	1	5	117
Kentish (M)	1	6	68
King Island (M)	0	1	245
King Island (M)	0	2	23
King Island (M)	0	3	3
King Island (M)	1	2	236
King Island (M)	1	3	62
King Island (M)	1	4	51
King Island (M)	1	5	32
King Island (M)	1	6	11
Kingborough (M)	0	1	3169
Kingborough (M)	0	2	252
Kingborough (M)	0	3	40
Kingborough (M)	0	4	11
Kingborough (M)	0	5	4
Kingborough (M)	1	2	4634
Kingborough (M)	1	3	1976
Kingborough (M)	1	4	2069
Kingborough (M)	1	5	819
Kingborough (M)	1	6	332
Latrobe (M) (Tas.)	0	1	1050
Latrobe (M) (Tas.)	0	2	82
Latrobe (M) (Tas.)	0	3	11
Latrobe (M) (Tas.)	1	2	1653
Latrobe (M) (Tas.)	1	3	535
Latrobe (M) (Tas.)	1	4	506
Latrobe (M) (Tas.)	1	5	198
Latrobe (M) (Tas.)	1	6	70
Launceston (C)	0	1	8222
Launceston (C)	0	2	799
Launceston (C)	0	3	213
Launceston (C)	0	4	69
Launceston (C)	0	5	26
Launceston (C)	0	6	15
Launceston (C)	1	2	7891
Launceston (C)	1	3	3491
Launceston (C)	1	4	3011
Launceston (C)	1	5	1151
Launceston (C)	1	6	526
Meander Valley (M)	0	1	2072
Meander Valley (M)	0	2	119
Meander Valley (M)	0	3	9
Meander Valley (M)	0	4	7
Meander Valley (M)	1	2	2620
Meander Valley (M)	1	3	1020
Meander Valley (M)	1	4	988
Meander Valley (M)	1	5	375
Meander Valley (M)	1	6	172
Northern Midlands (M)	0	1	1403
Northern Midlands (M)	0	2	93
Northern Midlands (M)	0	3	3
Northern Midlands (M)	0	4	3
Northern Midlands (M)	1	2	1813
Northern Midlands (M)	1	3	653
Northern Midlands (M)	1	4	602
Northern Midlands (M)	1	5	253
Northern Midlands (M)	1	6	103
Sorell (M)	0	1	1526
Sorell (M)	0	2	114
Sorell (M)	0	3	12
Sorell (M)	1	2	1905
Sorell (M)	1	3	830
Sorell (M)	1	4	688
Sorell (M)	1	5	291
Sorell (M)	1	6	141
Southern Midlands (M)	0	1	580
Southern Midlands (M)	0	2	43
Southern Midlands (M)	1	2	808
Southern Midlands (M)	1	3	310
Southern Midlands (M)	1	4	312
Southern Midlands (M)	1	5	130
Southern Midlands (M)	1	6	74
Tasman (M)	0	1	325
Tasman (M)	0	2	20
Tasman (M)	0	3	3
Tasman (M)	1	2	403
Tasman (M)	1	3	84
Tasman (M)	1	4	72
Tasman (M)	1	5	33
Tasman (M)	1	6	16
Waratah/Wynyard (M)	0	1	1616
Waratah/Wynyard (M)	0	2	79
Waratah/Wynyard (M)	0	3	11
Waratah/Wynyard (M)	0	4	3
Waratah/Wynyard (M)	1	2	1973
Waratah/Wynyard (M)	1	3	733
Waratah/Wynyard (M)	1	4	617
Waratah/Wynyard (M)	1	5	228
Waratah/Wynyard (M)	1	6	112
West Coast (M)	0	1	658
West Coast (M)	0	2	57
West Coast (M)	0	3	4
West Coast (M)	1	2	577
West Coast (M)	1	3	210
West Coast (M)	1	4	167
West Coast (M)	1	5	66
West Coast (M)	1	6	26
West Tamar (M)	0	1	2241
West Tamar (M)	0	2	157
West Tamar (M)	0	3	22
West Tamar (M)	0	4	3
West Tamar (M)	0	5	3
West Tamar (M)	1	2	3188
West Tamar (M)	1	3	1158
West Tamar (M)	1	4	1160
West Tamar (M)	1	5	489
West Tamar (M)	1	6	208
Alice Springs (T)	0	1	2156
Alice Springs (T)	0	2	290
Alice Springs (T)	0	3	103
Alice Springs (T)	0	4	33
Alice Springs (T)	0	5	3
Alice Springs (T)	0	6	9
Alice Springs (T)	1	2	2225
Alice Springs (T)	1	3	1245
Alice Springs (T)	1	4	1136
Alice Springs (T)	1	5	531
Alice Springs (T)	1	6	326
Barkly (R)	0	1	408
Barkly (R)	0	2	40
Barkly (R)	0	3	10
Barkly (R)	0	4	10
Barkly (R)	0	5	4
Barkly (R)	1	2	318
Barkly (R)	1	3	185
Barkly (R)	1	4	149
Barkly (R)	1	5	135
Barkly (R)	1	6	310
Belyuen (S)	0	1	7
Belyuen (S)	1	2	3
Belyuen (S)	1	3	9
Belyuen (S)	1	4	3
Belyuen (S)	1	5	11
Belyuen (S)	1	6	4
Central Desert (R)	0	1	110
Central Desert (R)	0	2	6
Central Desert (R)	1	2	109
Central Desert (R)	1	3	77
Central Desert (R)	1	4	96
Central Desert (R)	1	5	76
Central Desert (R)	1	6	224
Coomalie (S)	0	1	154
Coomalie (S)	0	2	18
Coomalie (S)	0	3	5
Coomalie (S)	1	2	141
Coomalie (S)	1	3	43
Coomalie (S)	1	4	42
Coomalie (S)	1	5	15
Coomalie (S)	1	6	17
Darwin (C)	0	1	5933
Darwin (C)	0	2	1222
Darwin (C)	0	3	414
Darwin (C)	0	4	137
Darwin (C)	0	5	46
Darwin (C)	0	6	35
Darwin (C)	1	2	7519
Darwin (C)	1	3	4160
Darwin (C)	1	4	3795
Darwin (C)	1	5	1628
Darwin (C)	1	6	1014
East Arnhem (R)	0	1	131
East Arnhem (R)	0	2	12
East Arnhem (R)	0	3	3
East Arnhem (R)	1	2	150
East Arnhem (R)	1	3	102
East Arnhem (R)	1	4	129
East Arnhem (R)	1	5	138
East Arnhem (R)	1	6	648
Katherine (T)	0	1	626
Katherine (T)	0	2	73
Katherine (T)	0	3	20
Katherine (T)	0	4	11
Katherine (T)	0	5	3
Katherine (T)	1	2	720
Katherine (T)	1	3	402
Katherine (T)	1	4	429
Katherine (T)	1	5	188
Katherine (T)	1	6	153
Litchfield (M)	0	1	1103
Litchfield (M)	0	2	186
Litchfield (M)	0	3	28
Litchfield (M)	0	4	14
Litchfield (M)	0	5	3
Litchfield (M)	1	2	1889
Litchfield (M)	1	3	977
Litchfield (M)	1	4	1124
Litchfield (M)	1	5	538
Litchfield (M)	1	6	335
MacDonnell (R)	0	1	201
MacDonnell (R)	0	2	12
MacDonnell (R)	0	3	4
MacDonnell (R)	1	2	188
MacDonnell (R)	1	3	107
MacDonnell (R)	1	4	120
MacDonnell (R)	1	5	96
MacDonnell (R)	1	6	270
Palmerston (C)	0	1	1837
Palmerston (C)	0	2	352
Palmerston (C)	0	3	92
Palmerston (C)	0	4	27
Palmerston (C)	0	5	7
Palmerston (C)	0	6	3
Palmerston (C)	1	2	2951
Palmerston (C)	1	3	2059
Palmerston (C)	1	4	2037
Palmerston (C)	1	5	953
Palmerston (C)	1	6	464
Roper Gulf (R)	0	1	224
Roper Gulf (R)	0	2	11
Roper Gulf (R)	1	2	204
Roper Gulf (R)	1	3	107
Roper Gulf (R)	1	4	118
Roper Gulf (R)	1	5	96
Roper Gulf (R)	1	6	391
Tiwi Islands (R)	0	1	79
Tiwi Islands (R)	0	2	13
Tiwi Islands (R)	1	2	122
Tiwi Islands (R)	1	3	78
Tiwi Islands (R)	1	4	93
Tiwi Islands (R)	1	5	80
Tiwi Islands (R)	1	6	129
Victoria Daly (R)	0	1	182
Victoria Daly (R)	0	2	15
Victoria Daly (R)	1	2	124
Victoria Daly (R)	1	3	55
Victoria Daly (R)	1	4	55
Victoria Daly (R)	1	5	48
Victoria Daly (R)	1	6	134
Wagait (S)	0	1	51
Wagait (S)	0	2	3
Wagait (S)	1	2	78
Wagait (S)	1	3	27
Wagait (S)	1	4	15
Wagait (S)	1	5	3
Wagait (S)	1	6	4
West Arnhem (R)	0	1	201
West Arnhem (R)	0	2	12
West Arnhem (R)	0	3	4
West Arnhem (R)	1	2	192
West Arnhem (R)	1	3	112
West Arnhem (R)	1	4	123
West Arnhem (R)	1	5	113
West Arnhem (R)	1	6	364
West Daly (R)	0	1	39
West Daly (R)	0	2	9
West Daly (R)	1	2	43
West Daly (R)	1	3	45
West Daly (R)	1	4	47
West Daly (R)	1	5	46
West Daly (R)	1	6	226
Unincorporated NT	0	1	800
Unincorporated NT	0	2	102
Unincorporated NT	0	3	19
Unincorporated NT	0	4	13
Unincorporated NT	1	2	633
Unincorporated NT	1	3	279
Unincorporated NT	1	4	313
Unincorporated NT	1	5	139
Unincorporated NT	1	6	53
Unincorporated ACT	0	1	35413
Unincorporated ACT	0	2	4366
Unincorporated ACT	0	3	1681
Unincorporated ACT	0	4	581
Unincorporated ACT	0	5	188
Unincorporated ACT	0	6	118
Unincorporated ACT	1	2	42545
Unincorporated ACT	1	3	22490
Unincorporated ACT	1	4	23201
Unincorporated ACT	1	5	8539
Unincorporated ACT	1	6	3537
Unincorp. Other Territories	0	1	369
Unincorp. Other Territories	0	2	12
Unincorp. Other Territories	1	2	463
Unincorp. Other Territories	1	3	201
Unincorp. Other Territories	1	4	160
Unincorp. Other Territories	1	5	93
Unincorp. Other Territories	1	6	66
